latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
29.73819,-98.53752,318.14,0.47,0.39,2025-01-19,0802,N20,nominal,2.0NRT,275.15,3.13,N
29.73457,-98.5381,298.23,0.47,0.39,2025-01-19,0802,N20,nominal,2.0NRT,273.38,1.23,N
29.57823,-98.03197,328.13,0.44,0.39,2025-01-19,0802,N20,nominal,2.0NRT,278.98,4.68,N
29.46179,-97.54108,302.27,0.43,0.38,2025-01-19,0802,N20,nominal,2.0NRT,275.53,0.8,N
30.50091,-109.6373,329.76,0.69,0.74,2025-01-19,0802,N20,nominal,2.0NRT,271.21,7.11,N
30.50084,-109.63795,324.09,0.69,0.74,2025-01-19,0802,N20,nominal,2.0NRT,270.99,6.38,N
30.50051,-109.63036,297.75,0.69,0.74,2025-01-19,0802,N20,nominal,2.0NRT,270.87,4.52,N
29.33972,-97.11289,303.75,0.41,0.37,2025-01-19,0802,N20,nominal,2.0NRT,276.3,0.73,N
29.2764,-96.79031,300.96,0.4,0.37,2025-01-19,0802,N20,nominal,2.0NRT,276.79,0.73,N
29.06899,-95.75301,295.1,0.39,0.36,2025-01-19,0802,N20,nominal,2.0NRT,282.45,0.44,N
29.06395,-95.78548,298.18,0.39,0.36,2025-01-19,0802,N20,nominal,2.0NRT,277.99,0.46,N
29.00546,-95.40405,305.97,0.38,0.36,2025-01-19,0802,N20,nominal,2.0NRT,277.97,1.17,N
28.99442,-97.84851,308.44,0.43,0.38,2025-01-19,0802,N20,nominal,2.0NRT,276.36,0.9,N
28.87765,-97.20838,305.59,0.41,0.37,2025-01-19,0802,N20,nominal,2.0NRT,277.48,0.91,N
28.9387,-97.8856,304.4,0.43,0.38,2025-01-19,0802,N20,nominal,2.0NRT,276.32,0.42,N
28.70151,-96.54356,302.53,0.4,0.37,2025-01-19,0802,N20,nominal,2.0NRT,280.25,0.64,N
28.70092,-96.53953,302.55,0.4,0.37,2025-01-19,0802,N20,nominal,2.0NRT,280.66,0.64,N
28.69816,-96.54418,304.1,0.4,0.37,2025-01-19,0802,N20,nominal,2.0NRT,279.57,0.64,N
28.64074,-96.55089,304.28,0.4,0.37,2025-01-19,0802,N20,nominal,2.0NRT,278.88,0.45,N
28.51427,-96.7718,313.87,0.4,0.37,2025-01-19,0805,N20,nominal,2.0NRT,279.7,0.91,N
28.66722,-98.28434,314.51,0.44,0.39,2025-01-19,0805,N20,nominal,2.0NRT,278.5,1.16,N
28.76441,-99.33379,297.83,0.49,0.41,2025-01-19,0805,N20,nominal,2.0NRT,278.95,0.71,N
28.59727,-98.38208,316.55,0.45,0.39,2025-01-19,0805,N20,nominal,2.0NRT,278.26,1.38,N
28.59372,-98.38269,320.58,0.45,0.39,2025-01-19,0805,N20,nominal,2.0NRT,277.9,1.38,N
28.5373,-98.49789,297.37,0.45,0.39,2025-01-19,0805,N20,nominal,2.0NRT,278.16,0.84,N
28.06053,-97.43922,324.13,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,281.24,1.69,N
28.0583,-97.4482,307.67,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,279.23,1.16,N
28.26643,-99.19525,307.5,0.48,0.4,2025-01-19,0805,N20,nominal,2.0NRT,279.11,0.53,N
27.93236,-97.32381,300.61,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,280.41,1.22,N
27.89025,-97.27226,311.55,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,282.34,1.62,N
27.88967,-97.26815,301.29,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,280.68,0.52,N
27.82618,-97.19453,313.99,0.4,0.37,2025-01-19,0805,N20,nominal,2.0NRT,280.49,1.21,N
27.82559,-97.19044,305.1,0.4,0.37,2025-01-19,0805,N20,nominal,2.0NRT,283.3,1.21,N
27.82456,-97.20742,316.31,0.4,0.37,2025-01-19,0805,N20,nominal,2.0NRT,279.5,1.09,N
27.82118,-97.20805,296.51,0.4,0.37,2025-01-19,0805,N20,nominal,2.0NRT,283.19,0.87,N
27.83054,-97.4942,310.07,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,283.68,1.12,N
27.81378,-97.42479,300.47,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,280.12,0.88,N
27.81856,-97.48355,298.27,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,286.49,1.18,N
27.80981,-97.59647,302.76,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,279.57,1.21,N
27.81,-97.59481,305.98,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,281.09,1.04,N
28.6856,-106.09048,304.58,0.41,0.6,2025-01-19,0805,N20,nominal,2.0NRT,275.99,1.17,N
27.4661,-97.58749,299.03,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,279.46,0.49,N
27.46492,-97.5792,295.87,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,279.78,0.81,N
27.46269,-97.58811,299.32,0.41,0.37,2025-01-19,0805,N20,nominal,2.0NRT,279.62,0.54,N
26.13264,-92.03934,336.81,0.48,0.4,2025-01-19,0805,N20,nominal,2.0NRT,292.73,9.03,N
27.27303,-101.16679,298.15,0.39,0.44,2025-01-19,0805,N20,nominal,2.0NRT,282.84,0.98,N
27.37436,-107.63506,314.09,0.49,0.65,2025-01-19,0805,N20,nominal,2.0NRT,272.44,2.03,N
27.14964,-104.97369,297.67,0.33,0.56,2025-01-19,0805,N20,nominal,2.0NRT,273.07,0.97,N
27.37263,-107.63638,314.35,0.49,0.65,2025-01-19,0805,N20,nominal,2.0NRT,272.2,2.29,N
25.74749,-100.23659,327.47,0.51,0.41,2025-01-19,0805,N20,nominal,2.0NRT,284.02,3.01,N
25.7502,-100.31844,297.77,0.51,0.41,2025-01-19,0805,N20,nominal,2.0NRT,285.08,1.05,N
25.72185,-100.30737,311.9,0.51,0.41,2025-01-19,0805,N20,nominal,2.0NRT,284.1,2.28,N
25.69793,-100.26987,303.84,0.51,0.41,2025-01-19,0805,N20,nominal,2.0NRT,285.8,1.07,N
25.69793,-100.30073,295.76,0.51,0.41,2025-01-19,0805,N20,nominal,2.0NRT,283.69,0.49,N
25.59439,-99.94514,299.74,0.49,0.4,2025-01-19,0805,N20,nominal,2.0NRT,285.59,1.33,N
25.59069,-99.94572,300.09,0.49,0.4,2025-01-19,0805,N20,nominal,2.0NRT,288.65,1.75,N
25.57835,-99.93784,332.01,0.49,0.4,2025-01-19,0805,N20,nominal,2.0NRT,286.14,4.72,N
23.3714,-99.40916,295.72,0.44,0.38,2025-01-19,0805,N20,nominal,2.0NRT,282.42,0.28,N
22.86309,-99.02645,295.51,0.42,0.38,2025-01-19,0805,N20,nominal,2.0NRT,285.42,0.24,N
22.65619,-97.68216,337.96,0.39,0.36,2025-01-19,0805,N20,nominal,2.0NRT,292.08,2.56,N
21.06928,-89.44172,339.95,0.54,0.51,2025-01-19,0805,N20,nominal,2.0NRT,293.51,6.71,N
21.0647,-89.44277,343.3,0.54,0.51,2025-01-19,0805,N20,nominal,2.0NRT,293.22,17.38,N
22.71228,-98.95001,296.72,0.42,0.38,2025-01-19,0805,N20,nominal,2.0NRT,285.64,0.52,N
22.66241,-98.99053,304.32,0.42,0.38,2025-01-19,0805,N20,nominal,2.0NRT,287.91,0.81,N
22.3523,-97.87321,304.88,0.39,0.36,2025-01-19,0805,N20,nominal,2.0NRT,289.79,0.83,N
22.26432,-97.8068,335.53,0.39,0.36,2025-01-19,0805,N20,nominal,2.0NRT,293.39,6.15,N
22.26489,-97.81057,301.73,0.39,0.36,2025-01-19,0805,N20,nominal,2.0NRT,291.2,1.62,N
22.25824,-97.81174,303.62,0.39,0.36,2025-01-19,0805,N20,nominal,2.0NRT,289.86,0.47,N
22.23554,-98.0254,301.63,0.39,0.36,2025-01-19,0805,N20,nominal,2.0NRT,287.8,0.64,N
22.47505,-100.37897,299.48,0.48,0.4,2025-01-19,0805,N20,nominal,2.0NRT,281.24,0.77,N
22.26699,-99.898,301.09,0.45,0.39,2025-01-19,0805,N20,nominal,2.0NRT,285.64,1,N
22.87976,-105.78299,322.93,0.33,0.56,2025-01-19,0805,N20,nominal,2.0NRT,286.88,1.69,N
21.88529,-98.38408,303.87,0.4,0.37,2025-01-19,0805,N20,nominal,2.0NRT,285.89,1.01,N
21.88194,-98.38465,346.42,0.4,0.37,2025-01-19,0805,N20,nominal,2.0NRT,289.88,2.19,N
21.88307,-98.39233,297.23,0.4,0.37,2025-01-19,0805,N20,nominal,2.0NRT,284.7,1.32,N
21.8825,-98.38849,310.47,0.4,0.37,2025-01-19,0805,N20,nominal,2.0NRT,285.33,1.32,N
21.88137,-98.3808,299.86,0.4,0.37,2025-01-19,0805,N20,nominal,2.0NRT,285.48,2.19,N
21.87857,-98.38522,307.57,0.4,0.37,2025-01-19,0805,N20,nominal,2.0NRT,285.67,2.19,N
22.23337,-105.646,317.86,0.32,0.55,2025-01-19,0805,N20,nominal,2.0NRT,287.33,0.8,N
19.593,-92.20306,332.35,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,298.33,2.91,N
19.60119,-92.29195,339.32,0.38,0.44,2025-01-19,0807,N20,nominal,2.0NRT,301.2,8.97,N
19.60186,-92.29556,310.35,0.38,0.44,2025-01-19,0807,N20,nominal,2.0NRT,296.83,4.29,N
19.56667,-92.23888,331.81,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,298.77,3.97,N
19.52459,-92.19069,339.06,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,298.42,4.69,N
19.44995,-92.0868,346.79,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,299.33,8.39,N
19.44089,-92.03815,315.57,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,296.62,1.77,N
19.44594,-92.08764,347.03,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,297.83,8.39,N
19.43616,-92.03522,335.06,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,297.96,2.97,N
19.39995,-92.04279,339.38,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,298.11,8.22,N
19.39592,-92.04362,339.92,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,300.92,8.22,N
19.3679,-92.00644,333.39,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,297.6,2.93,N
19.29699,-92.16487,319.11,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,296.66,1.13,N
19.33792,-92.40336,322.22,0.57,0.43,2025-01-19,0807,N20,nominal,2.0NRT,297.17,1.66,N
19.29369,-92.1694,310.71,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,296.6,0.88,N
20.41697,-99.02016,295.91,0.41,0.37,2025-01-19,0807,N20,nominal,2.0NRT,282.37,0.43,N
19.24235,-92.2562,311.74,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,296.92,0.75,N
19.24166,-92.25254,311.04,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,297.05,0.93,N
20.38556,-99.69154,319.37,0.43,0.38,2025-01-19,0807,N20,nominal,2.0NRT,287.07,2.7,N
20.58558,-101.1786,298.48,0.5,0.41,2025-01-19,0807,N20,nominal,2.0NRT,287.5,1.52,N
20.58123,-101.17444,319.76,0.5,0.41,2025-01-19,0807,N20,nominal,2.0NRT,286.87,1.86,N
20.58059,-101.16971,297.34,0.5,0.41,2025-01-19,0807,N20,nominal,2.0NRT,283.4,1.86,N
20.57751,-101.175,327.8,0.5,0.41,2025-01-19,0807,N20,nominal,2.0NRT,286.82,7.04,N
20.589,-101.26063,309.84,0.5,0.41,2025-01-19,0807,N20,nominal,2.0NRT,280.75,2.22,N
20.52516,-100.92609,328.55,0.48,0.4,2025-01-19,0807,N20,nominal,2.0NRT,285.13,4.67,N
20.60107,-103.34418,296.23,0.44,0.46,2025-01-19,0807,N20,nominal,2.0NRT,285,0.75,N
20.05153,-99.29236,318.54,0.41,0.37,2025-01-19,0807,N20,nominal,2.0NRT,284.02,1.57,N
20.05097,-99.28844,298.23,0.41,0.37,2025-01-19,0807,N20,nominal,2.0NRT,285.1,2,N
20.04984,-99.28062,302.72,0.41,0.37,2025-01-19,0807,N20,nominal,2.0NRT,288.23,1.2,N
20.04927,-99.27672,302.78,0.41,0.37,2025-01-19,0807,N20,nominal,2.0NRT,289.04,1.2,N
20.04813,-99.2929,327.93,0.41,0.37,2025-01-19,0807,N20,nominal,2.0NRT,284.69,3.33,N
20.03115,-99.27162,318.21,0.41,0.37,2025-01-19,0807,N20,nominal,2.0NRT,283.63,2.12,N
20.01428,-99.17893,301.21,0.41,0.37,2025-01-19,0807,N20,nominal,2.0NRT,284.13,1.07,N
20.01321,-99.17822,304.9,0.41,0.37,2025-01-19,0807,N20,nominal,2.0NRT,285.14,1.18,N
19.9975,-99.21265,297.86,0.41,0.37,2025-01-19,0807,N20,nominal,2.0NRT,283.68,0.43,N
18.86973,-92.6242,318.98,0.57,0.43,2025-01-19,0807,N20,nominal,2.0NRT,297.43,2.1,N
19.44049,-96.36999,304.95,0.39,0.36,2025-01-19,0807,N20,nominal,2.0NRT,293.61,0.49,N
19.74632,-98.60073,326.26,0.39,0.36,2025-01-19,0807,N20,nominal,2.0NRT,279.56,3.12,N
18.64695,-92.17232,330.86,0.4,0.45,2025-01-19,0807,N20,nominal,2.0NRT,297.78,3.89,N
18.64624,-92.16854,339,0.4,0.45,2025-01-19,0807,N20,nominal,2.0NRT,297.78,3.89,N
18.63865,-92.51109,338.3,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,297.64,10.11,N
18.62609,-92.5099,328.47,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,297.47,1.82,N
19.34532,-96.70615,304.33,0.39,0.36,2025-01-19,0807,N20,nominal,2.0NRT,291.42,0.76,N
19.61707,-98.98289,298.38,0.4,0.37,2025-01-19,0807,N20,nominal,2.0NRT,282.13,0.29,N
19.18007,-96.23593,340.02,0.4,0.37,2025-01-19,0807,N20,nominal,2.0NRT,295.23,6.23,N
18.65664,-93.33647,320.23,0.52,0.42,2025-01-19,0807,N20,nominal,2.0NRT,296.29,1.49,N
18.48378,-92.44373,323.64,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,294.91,3.49,N
18.4831,-92.44008,338.33,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,295.71,3.49,N
18.47979,-92.44455,336.6,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,295.23,3.49,N
18.4791,-92.4409,340.18,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,295.94,3.49,N
18.47842,-92.43723,323.61,0.39,0.44,2025-01-19,0807,N20,nominal,2.0NRT,294.82,1.82,N
18.50638,-93.26168,312.48,0.53,0.42,2025-01-19,0807,N20,nominal,2.0NRT,296.58,1.92,N
18.48685,-93.34454,319.98,0.52,0.42,2025-01-19,0807,N20,nominal,2.0NRT,296.57,2.22,N
18.47488,-93.32153,308.13,0.53,0.42,2025-01-19,0807,N20,nominal,2.0NRT,296.58,1.82,N
18.44248,-93.16357,336.55,0.54,0.42,2025-01-19,0807,N20,nominal,2.0NRT,298.03,6.8,N
18.43866,-93.16434,315.58,0.54,0.42,2025-01-19,0807,N20,nominal,2.0NRT,296.88,2.46,N
18.41933,-93.18892,330.53,0.54,0.42,2025-01-19,0807,N20,nominal,2.0NRT,297.15,3.99,N
19.17445,-98.32086,329.73,0.39,0.36,2025-01-19,0807,N20,nominal,2.0NRT,283.12,6.18,N
18.97017,-97.96397,301.6,0.38,0.36,2025-01-19,0807,N20,nominal,2.0NRT,287.2,0.96,N
19.02359,-98.6234,338.05,0.39,0.36,2025-01-19,0807,N20,nominal,2.0NRT,272.73,5.22,N
18.64234,-96.21523,303.26,0.4,0.37,2025-01-19,0807,N20,nominal,2.0NRT,292.11,0.4,N
19.67681,-103.37707,299.61,0.43,0.46,2025-01-19,0807,N20,nominal,2.0NRT,285.46,1.19,N
18.87161,-97.66109,306.52,0.38,0.36,2025-01-19,0807,N20,nominal,2.0NRT,286.08,1.02,N
19.6727,-103.37833,310.97,0.43,0.46,2025-01-19,0807,N20,nominal,2.0NRT,285.44,1.19,N
18.21932,-93.89528,321.26,0.49,0.41,2025-01-19,0807,N20,nominal,2.0NRT,293.95,1.73,N
18.04124,-93.06509,331.74,0.55,0.43,2025-01-19,0807,N20,nominal,2.0NRT,294.76,6.54,N
18.20508,-94.00713,325.69,0.49,0.4,2025-01-19,0807,N20,nominal,2.0NRT,293.52,1.98,N
18.06672,-93.3111,330.38,0.53,0.42,2025-01-19,0807,N20,nominal,2.0NRT,294.03,3.66,N
18.06861,-93.31326,310.86,0.53,0.42,2025-01-19,0807,N20,nominal,2.0NRT,292.29,1.68,N
18.06773,-93.30828,306.84,0.53,0.42,2025-01-19,0807,N20,nominal,2.0NRT,292.25,1.68,N
17.89608,-92.49216,337.87,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,296.38,3.93,N
18.00395,-93.08551,317.32,0.55,0.43,2025-01-19,0807,N20,nominal,2.0NRT,294.47,2.25,N
17.8954,-92.48845,312.94,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,295.58,3.93,N
17.87933,-92.49175,328.3,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,295.35,2.36,N
17.87864,-92.48804,308.88,0.4,0.44,2025-01-19,0807,N20,nominal,2.0NRT,295.68,1.78,N
18.50809,-96.14641,340.78,0.4,0.37,2025-01-19,0807,N20,nominal,2.0NRT,300.21,12.54,N
18.0071,-93.45306,318.57,0.52,0.42,2025-01-19,0807,N20,nominal,2.0NRT,291.78,1.83,N
18.13068,-94.20181,332.43,0.48,0.4,2025-01-19,0807,N20,nominal,2.0NRT,294.49,3.65,N
18.09225,-94.05072,307.59,0.49,0.4,2025-01-19,0807,N20,nominal,2.0NRT,292.51,7.8,N
18.09143,-94.04619,316.04,0.49,0.4,2025-01-19,0807,N20,nominal,2.0NRT,299.51,14.81,N
18.09282,-94.04837,333.59,0.49,0.4,2025-01-19,0807,N20,nominal,2.0NRT,297.01,17.73,N
18.13909,-94.35845,335.97,0.47,0.4,2025-01-19,0807,N20,nominal,2.0NRT,294.87,3.68,N
17.94631,-93.28265,315.67,0.54,0.42,2025-01-19,0807,N20,nominal,2.0NRT,292.85,1.74,N
17.94248,-93.28342,318.41,0.54,0.42,2025-01-19,0807,N20,nominal,2.0NRT,292.28,1.74,N
17.90424,-93.18128,307.62,0.55,0.42,2025-01-19,0807,N20,nominal,2.0NRT,293.97,23.31,N
17.9013,-93.18713,330.03,0.55,0.42,2025-01-19,0807,N20,nominal,2.0NRT,295.76,23.31,N
17.90038,-93.18205,330.51,0.55,0.42,2025-01-19,0807,N20,nominal,2.0NRT,304.63,23.31,N
18.10354,-94.34714,329.34,0.47,0.4,2025-01-19,0807,N20,nominal,2.0NRT,294.87,3.2,N
17.89561,-93.17773,336.43,0.55,0.42,2025-01-19,0807,N20,nominal,2.0NRT,294.2,6.09,N
18.11196,-94.39532,305.44,0.47,0.4,2025-01-19,0807,N20,nominal,2.0NRT,292.94,0.94,N
17.89267,-93.18359,327.71,0.55,0.42,2025-01-19,0807,N20,nominal,2.0NRT,295.07,6.56,N
17.89359,-93.18867,312.12,0.55,0.42,2025-01-19,0807,N20,nominal,2.0NRT,295.39,6.56,N
17.89066,-93.19454,330.08,0.54,0.42,2025-01-19,0807,N20,nominal,2.0NRT,295.66,5.91,N
18.41039,-96.21393,310.02,0.4,0.37,2025-01-19,0807,N20,nominal,2.0NRT,293.34,0.95,N
17.96467,-93.64873,324.37,0.51,0.41,2025-01-19,0807,N20,nominal,2.0NRT,295.31,4.55,N
17.91564,-93.3764,324.78,0.53,0.42,2025-01-19,0807,N20,nominal,2.0NRT,292.08,1.54,N
17.96553,-93.65353,310.28,0.51,0.41,2025-01-19,0807,N20,nominal,2.0NRT,293.05,4.55,N
17.91653,-93.38134,302.78,0.53,0.42,2025-01-19,0807,N20,nominal,2.0NRT,290.8,1.54,N
17.96606,-93.6781,303.99,0.51,0.41,2025-01-19,0807,N20,nominal,2.0NRT,290.68,0.53,N
17.94591,-93.6524,325.75,0.51,0.41,2025-01-19,0807,N20,nominal,2.0NRT,291.59,1.84,N
17.94504,-93.64761,302.88,0.51,0.41,2025-01-19,0807,N20,nominal,2.0NRT,291.92,1.51,N
17.84488,-93.11917,336.34,0.55,0.43,2025-01-19,0807,N20,nominal,2.0NRT,297.15,22.96,N
17.93783,-93.6292,307.97,0.51,0.41,2025-01-19,0807,N20,nominal,2.0NRT,292.02,1.23,N
17.84581,-93.12429,312.87,0.55,0.43,2025-01-19,0807,N20,nominal,2.0NRT,294.33,22.96,N
17.84195,-93.12507,329.01,0.55,0.43,2025-01-19,0807,N20,nominal,2.0NRT,295.13,22.96,N
17.841,-93.11995,334.76,0.55,0.43,2025-01-19,0807,N20,nominal,2.0NRT,306.9,22.96,N
17.84006,-93.11481,320.35,0.55,0.43,2025-01-19,0807,N20,nominal,2.0NRT,296.29,49.21,N
17.91104,-93.52457,327.28,0.52,0.42,2025-01-19,0807,N20,nominal,2.0NRT,291.68,2.77,N
17.91016,-93.5197,319.79,0.52,0.42,2025-01-19,0807,N20,nominal,2.0NRT,291.56,2.77,N
17.83713,-93.12074,304.39,0.55,0.43,2025-01-19,0807,N20,nominal,2.0NRT,293.84,3.39,N
17.92655,-93.63142,323.39,0.51,0.41,2025-01-19,0807,N20,nominal,2.0NRT,292.43,2.46,N
17.92142,-93.75826,327.84,0.51,0.41,2025-01-19,0807,N20,nominal,2.0NRT,292.86,2.54,N
17.87181,-93.4996,311.15,0.52,0.42,2025-01-19,0807,N20,nominal,2.0NRT,291.69,1.08,N
18.79891,-99.18125,301.67,0.4,0.37,2025-01-19,0807,N20,nominal,2.0NRT,290.21,0.71,N
17.94665,-94.28886,309.93,0.48,0.4,2025-01-19,0807,N20,nominal,2.0NRT,291.88,0.43,N
17.98482,-94.52619,326.48,0.46,0.39,2025-01-19,0807,N20,nominal,2.0NRT,301.43,14.87,N
17.98559,-94.53055,315.12,0.46,0.39,2025-01-19,0807,N20,nominal,2.0NRT,296.78,14.87,N
17.97765,-94.52754,333.72,0.46,0.39,2025-01-19,0807,N20,nominal,2.0NRT,296.36,5.89,N
17.97253,-94.51955,342.01,0.46,0.39,2025-01-19,0807,N20,nominal,2.0NRT,297.03,7.33,N
17.72141,-93.15125,305.8,0.55,0.43,2025-01-19,0807,N20,nominal,2.0NRT,292.59,0.72,N
49.316,-102.63285,336.67,0.52,0.5,2025-01-19,0938,N20,nominal,2.0NRT,246.06,4.83,N
49.28291,-115.33601,329.35,0.39,0.36,2025-01-19,0938,N20,nominal,2.0NRT,258.09,4.24,N
49.2796,-115.33709,322.6,0.39,0.36,2025-01-19,0938,N20,nominal,2.0NRT,257.07,2.36,N
47.56902,-122.34559,308.51,0.41,0.45,2025-01-19,0941,N20,nominal,2.0NRT,274.03,1.37,N
47.46938,-122.04906,317.46,0.4,0.44,2025-01-19,0941,N20,nominal,2.0NRT,269.51,1.11,N
40.32689,-121.07645,296.46,0.46,0.39,2025-01-19,0943,N20,nominal,2.0NRT,263.45,0.91,N
38.00502,-121.93657,301.59,0.47,0.4,2025-01-19,0941,N20,nominal,2.0NRT,278.08,0.82,N
38.01508,-122.11152,296.57,0.48,0.4,2025-01-19,0941,N20,nominal,2.0NRT,281.66,2.25,N
33.46013,-102.56116,367,0.75,0.77,2025-01-19,0941,N20,high,2.0NRT,264.31,18.75,N
33.46098,-102.56182,367,0.75,0.77,2025-01-19,0941,N20,high,2.0NRT,263.51,20.13,N
37.45396,-121.93269,304.27,0.46,0.39,2025-01-19,0941,N20,nominal,2.0NRT,275.1,0.84,N
36.49561,-119.90472,325.99,0.4,0.37,2025-01-19,0941,N20,nominal,2.0NRT,274.46,2.42,N
33.42008,-110.85988,323.83,0.52,0.5,2025-01-19,0941,N20,nominal,2.0NRT,274.69,3.57,N
34.62274,-117.1006,312.48,0.4,0.37,2025-01-19,0941,N20,nominal,2.0NRT,276.79,1.53,N
34.6093,-117.33784,305.15,0.4,0.37,2025-01-19,0941,N20,nominal,2.0NRT,276.43,1.04,N
34.35392,-116.85419,302.38,0.41,0.37,2025-01-19,0941,N20,nominal,2.0NRT,276.03,1.02,N
34.56671,-118.15185,296.25,0.39,0.36,2025-01-19,0941,N20,nominal,2.0NRT,271.66,0.38,N
34.43131,-118.64494,309.17,0.38,0.36,2025-01-19,0941,N20,nominal,2.0NRT,275.85,1.19,N
34.3363,-118.51963,311.68,0.38,0.36,2025-01-19,0941,N20,nominal,2.0NRT,278.49,1.2,N
34.32119,-118.51025,296.39,0.38,0.36,2025-01-19,0941,N20,nominal,2.0NRT,276.76,0.21,N
34.14205,-117.4278,301.44,0.4,0.37,2025-01-19,0941,N20,nominal,2.0NRT,277.02,0.74,N
34.29263,-118.8028,307.03,0.38,0.36,2025-01-19,0941,N20,nominal,2.0NRT,276.12,0.82,N
34.15406,-118.19555,308.75,0.39,0.36,2025-01-19,0941,N20,nominal,2.0NRT,277.65,1.08,N
33.95537,-117.12104,297.65,0.4,0.37,2025-01-19,0941,N20,nominal,2.0NRT,276.1,0.24,N
34.04143,-117.82194,297.05,0.39,0.36,2025-01-19,0941,N20,nominal,2.0NRT,278.16,0.41,N
34.03687,-118.10491,298.36,0.39,0.36,2025-01-19,0941,N20,nominal,2.0NRT,278.82,0.6,N
33.79435,-117.47666,310.78,0.4,0.37,2025-01-19,0943,N20,nominal,2.0NRT,277.5,1.55,N
33.90952,-118.41125,295.28,0.39,0.36,2025-01-19,0943,N20,nominal,2.0NRT,284.87,1.01,N
33.85264,-118.3344,300.03,0.39,0.36,2025-01-19,0943,N20,nominal,2.0NRT,285.68,1.3,N
33.84935,-118.33517,322.23,0.39,0.36,2025-01-19,0943,N20,nominal,2.0NRT,283.01,1.3,N
33.82059,-118.24305,301.8,0.39,0.36,2025-01-19,0943,N20,nominal,2.0NRT,286.91,0.82,N
33.71575,-117.71227,306.83,0.39,0.37,2025-01-19,0943,N20,nominal,2.0NRT,279.73,1.02,N
33.77558,-118.21806,298.62,0.39,0.36,2025-01-19,0943,N20,nominal,2.0NRT,280.93,0.53,N
33.79394,-118.35136,295.88,0.39,0.36,2025-01-19,0943,N20,nominal,2.0NRT,279.42,0.44,N
33.6146,-117.8222,307.55,0.39,0.36,2025-01-19,0943,N20,nominal,2.0NRT,278.7,0.92,N
32.85804,-117.02987,308.83,0.41,0.37,2025-01-19,0943,N20,nominal,2.0NRT,275.61,1.27,N
32.8577,-117.14765,302.75,0.41,0.37,2025-01-19,0943,N20,nominal,2.0NRT,275.14,0.78,N
32.501,-116.79066,295.78,0.42,0.38,2025-01-19,0943,N20,nominal,2.0NRT,275.96,0.81,N
32.49797,-116.83344,341.59,0.42,0.38,2025-01-19,0943,N20,nominal,2.0NRT,281.12,9.43,N
32.3735,-117.06606,308,0.42,0.37,2025-01-19,0943,N20,nominal,2.0NRT,279.55,0.67,N
30.49841,-109.63041,327.02,0.36,0.57,2025-01-19,0943,N20,nominal,2.0NRT,274.86,2.28,N
31.84567,-116.5836,305.37,0.44,0.38,2025-01-19,0943,N20,nominal,2.0NRT,279.6,0.82,N
28.9284,-110.82674,299,0.33,0.55,2025-01-19,0943,N20,nominal,2.0NRT,284.63,0.5,N
28.92902,-110.82685,303.35,0.33,0.55,2025-01-19,0943,N20,nominal,2.0NRT,285.19,0.69,N
25.05363,-111.57522,300.05,0.36,0.57,2025-01-19,0943,N20,nominal,2.0NRT,278.4,0.71,N
19.41531,-155.2804,354.41,0.5,0.49,2025-01-19,1127,N20,nominal,2.0NRT,305.68,6.56,N
